Drug name,Disease name,Reported Effect,,
clofarabine,Personality Disorders,side effect,,
clofarabine,Polycythemia,side effect,,
clofarabine,Pulmonary Embolism,side effect,,
clofarabine,Retinal Vein Occlusion,side effect,,
clofarabine,Retinoblastoma,side effect,,
clofarabine,Rhinitis,side effect,,
clofarabine,"Sinus Thrombosis, Intracranial",side effect,,
clofarabine,"Spasms, Infantile",side effect,,
clofarabine,Stomach Ulcer,side effect,,
clofarabine,Thromboangiitis Obliterans,side effect,,
clofarabine,Ventricular Outflow Obstruction,side effect,,
clofarabine,Vomiting,side effect,,
clofarabine,Inflammatory Bowel Diseases,side effect,,
clofarabine,"Vasculitis, Leukocytoclastic, Cutaneous",side effect,,
clofarabine,Parkinsonian Disorders,side effect,,
clofarabine,Hypoalbuminemia,side effect,,
clofarabine,Gastrointestinal Stromal Tumors,side effect,,
clofarabine,"Renal Insufficiency, Chronic",side effect,,
clofarabine,Acute Coronary Syndrome,side effect,,
clofarabine,Latent Tuberculosis,therapeutic effect,,
clotiazepam,Dysuria,therapeutic effect,,
cloxazolam,"Thyroid cancer, papillary",side effect,,
cloxazolam,Albuminuria,side effect,,
cloxazolam,Altitude Sickness,side effect,,
cloxazolam,Angina Pectoris,side effect,,
cloxazolam,Arterial Occlusive Diseases,side effect,,
cloxazolam,Atrial Flutter,side effect,,
cloxazolam,Mental Disorders,side effect,,
cloxazolam,Berylliosis,side effect,,
cloxazolam,Urinary Bladder Diseases,side effect,,
cloxazolam,Bone Diseases,side effect,,
cloxazolam,Bone Neoplasms,side effect,,
cloxazolam,"Brain Damage, Chronic",side effect,,
cloxazolam,Brain Diseases,side effect,,
cloxazolam,Bronchopneumonia,side effect,,
cloxazolam,Carotid Artery Diseases,side effect,,
cloxazolam,Constipation,side effect,,
cloxazolam,"Dermatitis, Contact",side effect,,
cloxazolam,"Diabetes Mellitus, Experimental",side effect,,
cloxazolam,Dizziness,side effect,,
cloxazolam,Enuresis,side effect,,
cloxazolam,Epilepsy,side effect,,
cloxazolam,"Epilepsies, Partial",side effect,,
cloxazolam,Esophagitis,side effect,,
cloxazolam,Fanconi Syndrome,side effect,,
cloxazolam,Fibromyalgia,side effect,,
cloxazolam,Glomerulonephritis,side effect,,
cloxazolam,"Glomerulonephritis, IGA",side effect,,
cloxazolam,Graft vs Host Disease,side effect,,
cloxazolam,Head and Neck Neoplasms,side effect,,
cloxazolam,Hemorrhage,side effect,,
cloxazolam,"Histiocytosis, Langerhans-Cell",side effect,,
cloxazolam,Hyperaldosteronism,side effect,,
cloxazolam,Hypopituitarism,side effect,,
cloxazolam,"Infertility, Male",side effect,,
cloxazolam,Melanoma,side effect,,
cloxazolam,Muscular Atrophy,side effect,,
cloxazolam,Mycosis Fungoides,side effect,,
cloxazolam,Myoclonus,side effect,,
cloxazolam,Nephrosis,side effect,,
cloxazolam,Optic Neuritis,side effect,,
cloxazolam,Papilledema,side effect,,
cloxazolam,Pemphigus,side effect,,
cloxazolam,Plasmacytoma,side effect,,
cloxazolam,Pleural Effusion,side effect,,
cloxazolam,Polycythemia,side effect,,
cloxazolam,Respiratory Insufficiency,side effect,,
cloxazolam,Sarcoidosis,side effect,,
cloxazolam,Sigmoid Neoplasms,side effect,,
cloxazolam,Stomatitis,side effect,,
cloxazolam,Tuberous Sclerosis,side effect,,
cloxazolam,Vomiting,side effect,,
cloxazolam,Weight Loss,side effect,,
cloxazolam,Peripheral Vascular Diseases,side effect,,
cloxazolam,Polymyositis,side effect,,
cloxazolam,Systemic Inflammatory Response Syndrome,side effect,,
cloxazolam,Parkinsonian Disorders,side effect,,
cloxazolam,Coronary Stenosis,side effect,,
cloxazolam,Glucose Metabolism Disorders,side effect,,
cloxazolam,Congenital Hyperinsulinism,side effect,,
cloxazolam,Dysuria,therapeutic effect,,
cloxazolam,Intervertebral Disc Degeneration,side effect,,
colesevelam,Intrahepatic Cholestasis of Pregnancy,side effect,,
colesevelam,Amenorrhea,side effect,,
colesevelam,Amnesia,side effect,,
colesevelam,"Anemia, Hemolytic, Autoimmune",side effect,,
colesevelam,Aneurysm,side effect,,
colesevelam,Angina Pectoris,side effect,,
colesevelam,Anorexia Nervosa,side effect,,
colesevelam,Aortic Valve Insufficiency,side effect,,
colesevelam,Arterial Occlusive Diseases,side effect,,
colesevelam,"Arthritis, Juvenile",side effect,,
colesevelam,Back Pain,side effect,,
colesevelam,Bone Diseases,side effect,,
colesevelam,"Bone Diseases, Endocrine",side effect,,
colesevelam,"Brain Damage, Chronic",side effect,,
colesevelam,Brain Diseases,side effect,,
colesevelam,Bronchiectasis,side effect,,
colesevelam,Carcinoma,side effect,,
colesevelam,"Cardiomyopathy, Alcoholic",side effect,,
colesevelam,Cerebellar Neoplasms,side effect,,
colesevelam,Intracranial Aneurysm,side effect,,
colesevelam,Chest Pain,side effect,,
colesevelam,Coma,side effect,,
colesevelam,Coxsackievirus Infections,side effect,,
colesevelam,Decompression Sickness,side effect,,
colesevelam,Dizziness,side effect,,
colesevelam,"Dyskinesia, Drug-Induced",side effect,,
colesevelam,"Endocarditis, Bacterial",therapeutic effect,,
colesevelam,Endometriosis,side effect,,
colesevelam,Enuresis,side effect,,
colesevelam,Fetal Diseases,side effect,,
colesevelam,"Fractures, Closed",side effect,,
colesevelam,Glomerulonephritis,side effect,,
colesevelam,"Glomerulonephritis, IGA",side effect,,
colesevelam,Gonadal Dysgenesis,side effect,,
colesevelam,Graft vs Host Disease,side effect,,
colesevelam,Heart Diseases,side effect,,
colesevelam,Hemianopsia,side effect,,
colesevelam,Hemophilia A,side effect,,
colesevelam,Hepatic Encephalopathy,side effect,,
colesevelam,Disorders of Excessive Somnolence,side effect,,
colesevelam,"Hypertension, Renal",side effect,,
colesevelam,Hypogonadism,therapeutic effect,,
colesevelam,Hypokalemia,therapeutic effect,,
colesevelam,Hypoparathyroidism,therapeutic effect,,
colesevelam,Leukemia,side effect,,
colesevelam,"Liver Neoplasms, Experimental",side effect,,
colesevelam,Meconium Aspiration Syndrome,side effect,,
colesevelam,Melanoma,side effect,,
colesevelam,Meningoencephalitis,side effect,,
colesevelam,Musculoskeletal Diseases,side effect,,
colesevelam,Myotonic Dystrophy,side effect,,
colesevelam,Nephrosis,side effect,,
colesevelam,Neural Tube Defects,side effect,,
colesevelam,Osteosclerosis,side effect,,
colesevelam,Otitis Media,side effect,,
colesevelam,Pancreatic Diseases,side effect,,
colesevelam,Pancreatitis,side effect,,
colesevelam,Papilledema,side effect,,
colesevelam,Paraphilias,side effect,,
colesevelam,Paraplegia,side effect,,
colesevelam,Pemphigus,side effect,,
colesevelam,Pheochromocytoma,side effect,,
colesevelam,Polycythemia,side effect,,
colesevelam,"Psychoses, Substance-Induced",side effect,,
colesevelam,Rheumatic Heart Disease,side effect,,
colesevelam,"Schizophrenia, Catatonic",side effect,,
colesevelam,Skin Diseases,side effect,,
colesevelam,Sleep Deprivation,side effect,,
colesevelam,Tuberous Sclerosis,side effect,,
colesevelam,Ventricular Outflow Obstruction,side effect,,
colesevelam,Vomiting,side effect,,
colesevelam,"Panniculitis, Lupus Erythematosus",side effect,,
colesevelam,"Glaucoma, Angle-Closure",side effect,,
colesevelam,Panic Disorder,side effect,,
colesevelam,Polymyositis,side effect,,
colesevelam,Systemic Inflammatory Response Syndrome,side effect,,
colesevelam,"Carcinoma, Lewis Lung",side effect,,
colesevelam,"Optic Neuropathy, Ischemic",side effect,,
colesevelam,Amaurosis Fugax,side effect,,
colesevelam,Acute Coronary Syndrome,side effect,,
colesevelam,Precursor Cell Lymphoblastic Leukemia-Lymphoma,side effect,,
colesevelam,Histiocytic Sarcoma,side effect,,
colesevelam,Drug Overdose,side effect,,
cyclobenzaprine,Intrahepatic Cholestasis of Pregnancy,side effect,,
cyclobenzaprine,"Thyroid cancer, papillary",side effect,,
cyclobenzaprine,Brachydactyly with hypertension,side effect,,
cyclobenzaprine,"Hypoglycemia, leucine-induced",side effect,,
cyclobenzaprine,"Hypomagnesemia 2, renal",side effect,,
cyclobenzaprine,Ovarian epithelial cancer,side effect,,
cyclobenzaprine,Altitude Sickness,side effect,,
cyclobenzaprine,Amenorrhea,side effect,,
cyclobenzaprine,Amnesia,side effect,,
cyclobenzaprine,"Anemia, Hemolytic, Autoimmune",side effect,,
cyclobenzaprine,"Anemia, Megaloblastic",side effect,,
cyclobenzaprine,Aneurysm,side effect,,
cyclobenzaprine,Angina Pectoris,side effect,,
cyclobenzaprine,Aortic Valve Insufficiency,side effect,,
cyclobenzaprine,"Arrhythmia, Sinus",side effect,,
cyclobenzaprine,Arterial Occlusive Diseases,side effect,,
cyclobenzaprine,"Arthritis, Juvenile",side effect,,
cyclobenzaprine,Atrial Flutter,side effect,,
cyclobenzaprine,Autistic Disorder,side effect,,
cyclobenzaprine,Autoimmune Diseases,side effect,,
cyclobenzaprine,Back Pain,side effect,,
cyclobenzaprine,Bacterial Infections,side effect,,
cyclobenzaprine,Behcet Syndrome,side effect,,
cyclobenzaprine,Urinary Bladder Calculi,side effect,,
cyclobenzaprine,Urinary Bladder Diseases,side effect,,
cyclobenzaprine,Bone Diseases,side effect,,
cyclobenzaprine,"Bone Diseases, Endocrine",side effect,,
cyclobenzaprine,Bone Neoplasms,side effect,,
cyclobenzaprine,"Brain Damage, Chronic",side effect,,
cyclobenzaprine,Breast Neoplasms,side effect,,
cyclobenzaprine,Bronchiectasis,therapeutic effect,,
cyclobenzaprine,Bronchopneumonia,side effect,,
cyclobenzaprine,Burkitt Lymphoma,side effect,,
cyclobenzaprine,"Carcinoma, Non-Small-Cell Lung",side effect,,
cyclobenzaprine,"Cardiomyopathy, Alcoholic",side effect,,
cyclobenzaprine,Cardiovascular Diseases,side effect,,
cyclobenzaprine,Carotid Artery Diseases,side effect,,
cyclobenzaprine,Cerebellar Neoplasms,side effect,,
cyclobenzaprine,Chromosome Aberrations,side effect,,
cyclobenzaprine,Cognition Disorders,side effect,,
cyclobenzaprine,Coma,side effect,,
cyclobenzaprine,Constipation,side effect,,
cyclobenzaprine,Cough,side effect,,
cyclobenzaprine,Coxsackievirus Infections,side effect,,
cyclobenzaprine,Decompression Sickness,side effect,,
cyclobenzaprine,Depressive Disorder,side effect,,
cyclobenzaprine,Digestive System Diseases,side effect,,
cyclobenzaprine,Dizziness,side effect,,
cyclobenzaprine,"Dyskinesia, Drug-Induced",side effect,,
cyclobenzaprine,Dyspnea,side effect,,
cyclobenzaprine,Ear Neoplasms,side effect,,
cyclobenzaprine,Eclampsia,side effect,,
cyclobenzaprine,Endometrial Hyperplasia,side effect,,
cyclobenzaprine,Endometriosis,side effect,,
cyclobenzaprine,Enteritis,side effect,,
cyclobenzaprine,Enuresis,side effect,,
cyclobenzaprine,"Epilepsies, Partial",side effect,,
cyclobenzaprine,Erythromelalgia,side effect,,
cyclobenzaprine,Esophagitis,side effect,,
cyclobenzaprine,Eyelid Neoplasms,side effect,,
cyclobenzaprine,Fanconi Syndrome,side effect,,
cyclobenzaprine,Fetal Distress,side effect,,
cyclobenzaprine,Fibromyalgia,side effect,,
cyclobenzaprine,"Fractures, Closed",side effect,,
cyclobenzaprine,Glomerulonephritis,side effect,,
cyclobenzaprine,"Glomerulonephritis, IGA",side effect,,
cyclobenzaprine,Gonadal Dysgenesis,side effect,,
cyclobenzaprine,Gout,therapeutic effect,,
cyclobenzaprine,Granuloma,side effect,,
cyclobenzaprine,Head and Neck Neoplasms,side effect,,
cyclobenzaprine,Heart Diseases,side effect,,
cyclobenzaprine,Hemianopsia,side effect,,
cyclobenzaprine,Hepatic Encephalopathy,side effect,,
cyclobenzaprine,Herpes Genitalis,side effect,,
cyclobenzaprine,"Histiocytosis, Langerhans-Cell",side effect,,
cyclobenzaprine,Huntington Disease,side effect,,
cyclobenzaprine,"Hypertension, Pulmonary",side effect,,
cyclobenzaprine,Hyphema,side effect,,
cyclobenzaprine,Hypolipoproteinemias,side effect,,
cyclobenzaprine,Hypopituitarism,side effect,,
cyclobenzaprine,Impulse Control Disorders,side effect,,
cyclobenzaprine,Infection,side effect,,
cyclobenzaprine,"Infertility, Male",side effect,,
cyclobenzaprine,Insect Bites and Stings,side effect,,
cyclobenzaprine,Lactation Disorders,side effect,,
cyclobenzaprine,Leg Ulcer,side effect,,
cyclobenzaprine,"Leishmaniasis, Mucocutaneous",side effect,,
cyclobenzaprine,Leukemia,side effect,,
cyclobenzaprine,"Liver Neoplasms, Experimental",side effect,,
cyclobenzaprine,"Lymphoma, Non-Hodgkin",side effect,,
cyclobenzaprine,Melanoma,side effect,,
cyclobenzaprine,"Meningitis, Pneumococcal",side effect,,
cyclobenzaprine,Moyamoya Disease,side effect,,
cyclobenzaprine,Mucocele,side effect,,
cyclobenzaprine,Muscular Atrophy,side effect,,
cyclobenzaprine,Muscular Diseases,side effect,,
cyclobenzaprine,Myocarditis,side effect,,
cyclobenzaprine,Myoclonus,side effect,,
cyclobenzaprine,Nasal Polyps,side effect,,
cyclobenzaprine,"Neoplasm Recurrence, Local",side effect,,
cyclobenzaprine,Nephrosis,side effect,,
cyclobenzaprine,Oligomenorrhea,side effect,,
cyclobenzaprine,Pancreatic Diseases,side effect,,
cyclobenzaprine,Papilledema,therapeutic effect,,
cyclobenzaprine,Paraplegia,side effect,,
cyclobenzaprine,Parkinson Disease,side effect,,
cyclobenzaprine,"Parkinson Disease, Secondary",side effect,,
cyclobenzaprine,"Pemphigoid, Bullous",side effect,,
cyclobenzaprine,Pemphigus,side effect,,
cyclobenzaprine,Personality Disorders,side effect,,
cyclobenzaprine,Pheochromocytoma,side effect,,
cyclobenzaprine,Pituitary Diseases,side effect,,
cyclobenzaprine,Polycythemia,side effect,,
cyclobenzaprine,Polyploidy,side effect,,
cyclobenzaprine,Pre-Eclampsia,side effect,,
cyclobenzaprine,"Pregnancy Complications, Cardiovascular",side effect,,
cyclobenzaprine,Psychomotor Agitation,side effect,,
cyclobenzaprine,Pulmonary Embolism,side effect,,
cyclobenzaprine,Recurrence,side effect,,
cyclobenzaprine,Reflex Sympathetic Dystrophy,side effect,,
cyclobenzaprine,"Respiratory Distress Syndrome, Adult",side effect,,
cyclobenzaprine,Rheumatic Diseases,side effect,,
cyclobenzaprine,"Schizophrenia, Childhood",side effect,,
cyclobenzaprine,Sciatica,side effect,,
cyclobenzaprine,"Shock, Septic",side effect,,
cyclobenzaprine,"Sinus Thrombosis, Intracranial",side effect,,
cyclobenzaprine,Skin Diseases,side effect,,
cyclobenzaprine,Sleep Deprivation,side effect,,
cyclobenzaprine,Snoring,side effect,,
cyclobenzaprine,Status Asthmaticus,therapeutic effect,,
cyclobenzaprine,Stomach Ulcer,side effect,,
cyclobenzaprine,"Stress Disorders, Post-Traumatic",side effect,,
cyclobenzaprine,Sturge-Weber Syndrome,side effect,,
cyclobenzaprine,Thromboangiitis Obliterans,side effect,,
cyclobenzaprine,Tuberous Sclerosis,side effect,,
cyclobenzaprine,Ventricular Outflow Obstruction,side effect,,
cyclobenzaprine,Vomiting,side effect,,
cyclobenzaprine,"Panniculitis, Lupus Erythematosus",side effect,,
cyclobenzaprine,Sjogren-Larsson Syndrome,side effect,,
cyclobenzaprine,"Lymphoma, Large B-Cell, Diffuse",side effect,,
cyclobenzaprine,Peripheral Vascular Diseases,side effect,,
cyclobenzaprine,Panic Disorder,side effect,,
cyclobenzaprine,MELAS Syndrome,side effect,,
cyclobenzaprine,Polymyositis,side effect,,
cyclobenzaprine,"Neurofibroma, Plexiform",side effect,,
cyclobenzaprine,Systemic Inflammatory Response Syndrome,side effect,,
cyclobenzaprine,"Carcinoma, Lewis Lung",side effect,,
cyclobenzaprine,"Syncope, Vasovagal",side effect,,
cyclobenzaprine,Thrombophilia,side effect,,
cyclobenzaprine,Serotonin Syndrome,side effect,,
cyclobenzaprine,Neurotoxicity Syndromes,side effect,,
cyclobenzaprine,MPTP Poisoning,side effect,,
cyclobenzaprine,Amaurosis Fugax,side effect,,
cyclobenzaprine,Metabolic Syndrome X,side effect,,
cyclobenzaprine,Congenital Hyperinsulinism,side effect,,
cyclobenzaprine,Labor Pain,side effect,,
cyclobenzaprine,Hypoalphalipoproteinemias,side effect,,
cyclobenzaprine,Acute Coronary Syndrome,side effect,,
cyclobenzaprine,Precursor Cell Lymphoblastic Leukemia-Lymphoma,side effect,,
cyclobenzaprine,Histiocytic Sarcoma,side effect,,
cyclobenzaprine,Intervertebral Disc Degeneration,side effect,,
cyclobenzaprine,Peripheral Arterial Disease,side effect,,
cyclothiazide,"Infertility, Male",therapeutic effect,,
dabigatran etexilate,Thrombophilia,therapeutic effect,,
dabigatran etexilate,Takotsubo Cardiomyopathy,therapeutic effect,,
darifenacin,Atrial Fibrillation,side effect,,
darifenacin,Behcet Syndrome,side effect,,
darifenacin,Bronchiectasis,side effect,,
darifenacin,Constipation,side effect,,
darifenacin,"Constriction, Pathologic",therapeutic effect,,
darifenacin,"Dyskinesia, Drug-Induced",side effect,,
darifenacin,Esophagitis,side effect,,
darifenacin,Fetal Distress,side effect,,
darifenacin,Glomerulonephritis,side effect,,
darifenacin,Graft vs Host Disease,side effect,,
darifenacin,Herpes Genitalis,side effect,,
darifenacin,"Hypertension, Renal",side effect,,
darifenacin,Inflammation,side effect,,
darifenacin,Insect Bites and Stings,side effect,,
darifenacin,Muscular Atrophy,side effect,,
darifenacin,Mycosis Fungoides,side effect,,
darifenacin,Myoclonus,side effect,,
darifenacin,Opioid-Related Disorders,side effect,,
darifenacin,Neural Tube Defects,side effect,,
darifenacin,Oligomenorrhea,side effect,,
darifenacin,Papilledema,side effect,,
darifenacin,Sarcoma,side effect,,
darifenacin,"Spasms, Infantile",side effect,,
darifenacin,MPTP Poisoning,side effect,,
darifenacin,Parkinsonian Disorders,side effect,,
darifenacin,Congenital Hyperinsulinism,side effect,,
darifenacin,Hypoalphalipoproteinemias,side effect,,
dasatinib,Atrial Flutter,side effect,,
dasatinib,"Brain Damage, Chronic",side effect,,
dasatinib,Celiac Disease,therapeutic effect,,
dasatinib,Chorea,side effect,,
dasatinib,Cognition Disorders,side effect,,
dasatinib,Cough,side effect,,
dasatinib,"Hearing Loss, Sudden",side effect,,
